Row,CUSIP,Issuer Name,Yield at Issue,Amt Issued,Issue Date,Maturity,Tax Prov,Fin Typ,BICS Level 2,Self-reported Green,Mgmt of Proc,ESG Reporting,ESG Assurance Providers,Proj Sel Proc,ESG Framework,Industry,Kestrel Total ESG Impact Score,ESG Project Categories,Project Subcategory,Issuer Type
881,236670BQ7,Danville Indepen...,3.9,70.00M,04/22/2025,04/01/2037,FED & ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,APPROP,Energy Efficiency,Energy Storage,,
882,236670BR5,Danville Indepen...,4,80.00M,04/22/2025,04/01/2038,FED & ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,APPROP,Energy Efficiency,Energy Storage,,
883,236670BS3,Danville Indepen...,4.08,85.00M,04/22/2025,04/01/2039,FED & ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,APPROP,Energy Efficiency,Energy Storage,,
884,236670BT1,Danville Indepen...,4.16,90.00M,04/22/2025,04/01/2040,FED & ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,APPROP,Energy Efficiency,Energy Storage,,
885,236670BV6,Danville Indepen...,4.3,105.00M,04/22/2025,04/01/2042,FED & ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,APPROP,Energy Efficiency,Energy Storage,,
886,236670BW4,Danville Indepen...,4.36,115.00M,04/22/2025,04/01/2043,FED & ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,APPROP,Energy Efficiency,Energy Storage,,
887,236670BX2,Danville Indepen...,4.41,125.00M,04/22/2025,04/01/2044,FED & ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,APPROP,Energy Efficiency,Energy Storage,,
888,236670BYO,Danville Indepen...,4.45,135.00M,04/22/2025,04/01/2045,FED & ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,APPROP,Energy Efficiency,Energy Storage,,
889),236670BZ7,KY Danville Indepen...,4.5,140.00M,04/22/2025,04/01/2046,FED & ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,APPROP,Energy Efficiency,Energy Storage,,
890),360303AE1,KY Fulton Independe...,3.5,295.00M,05/29/2025,06/01/2030,FED BQ/ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,APPROP,Energy Efficiency,Energy Storage,,
891),360303AF8,KY Fulton Independe...,3.55,105.00M,05/29/2025,06/01/2031,FED BQ/ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,APPROP,Energy Efficiency,Energy Storage,,
892),360303AG6,KY Fulton Independe...,3.6,105.00M,05/29/2025,06/01/2032,FED BQ/ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,APPROP,Energy Efficiency,Energy Storage,,
893),360303AH4,KY Fulton Independe...,3.65,110.00M,05/29/2025,06/01/2033,FED BQ/ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,APPROP,Energy Efficiency,Energy Storage,,
894),360303AJ0,KY Fulton Independe...,3.7,115.00M,05/29/2025,06/01/2034,FED BQ/ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,APPROP,Energy Efficiency,Energy Storage,,
895),360303AK7,KY Fulton Independe...,3.75,120.00M,05/29/2025,06/01/2035,FED BQ/ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,APPROP,Energy Efficiency,Energy Storage,,
896),360303AP6,KY Fulton Independe...,4.1,545.00M,05/29/2025,06/01/2039,FED BQ/ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,APPROP,Energy Efficiency,Energy Storage,,
897),360303A50,KY Fulton Independe...,4.3,470.00M,05/29/2025,06/01/2042,FED BQ/ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,APPROP,Energy Efficiency,Energy Storage,,
898),360303AV3,KY Fulton Independe...,4.4,550.00M,05/29/2025,06/01/2045,FED BQ/ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,APPROP,Energy Efficiency,Energy Storage,,
899),613326AA5,KY Montgomery Coun...,3.1,25.00M,04/15/2025,04/01/2026,FED & ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,APPROP,Energy Efficiency,Energy Storage,,
900),613326AC1,KY Montgomery Coun...,3.2,105.00M,04/15/2025,04/01/2028,FED & ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,APPROP,Energy Efficiency,Energy Storage,,
901),613326AD9,KY Montgomery Coun...,3.25,160.00M,04/15/2025,04/01/2029,FED & ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,APPROP,Energy Efficiency,Energy Storage,,
902),613326AE7,KY Montgomery Coun...,3.3,240.00M,04/15/2025,04/01/2030,FED & ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,APPROP,Energy Efficiency,Energy Storage,,
903),613326AF4,KY Montgomery Coun...,3.35,320.00M,04/15/2025,04/01/2031,FED & ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,APPROP,Energy Efficiency,Energy Storage,,
904),613326AG2,KY Montgomery Coun...,3.4,345.00M,04/15/2025,04/01/2032,FED & ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,APPROP,Energy Efficiency,Energy Storage,,
905),613326AH0,KY Montgomery Coun...,3.5,375.00M,04/15/2025,04/01/2033,FED & ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,APPROP,Energy Efficiency,Energy Storage,,
906),613326AJ6,KY Montgomery Coun...,3.6,400.00M,04/15/2025,04/01/2034,FED & ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,APPROP,Energy Efficiency,Energy Storage,,
907),613326AL1,KY Montgomery Coun...,3.8,460.00M,04/15/2025,04/01/2036,FED & ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,APPROP,Energy Efficiency,Energy Storage,,
908),613326AS6,KY Montgomery Coun...,4.25,685.00M,04/15/2025,04/01/2042,FED & ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,APPROP,Energy Efficiency,Energy Storage,,
909),613326AT4,KY Montgomery Coun...,4.3,735.00M,04/15/2025,04/01/2043,FED & ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,APPROP,Energy Efficiency,Energy Storage,,
910),613326AV9,KY Montgomery Coun...,4.5,835.00M,04/15/2025,04/01/2045,FED & ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,APPROP,Energy Efficiency,Energy Storage,,
911),236670BD6,KY Danville Indepen...,2.85,415.00M,04/22/2025,04/01/2026,FED & ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,APPROP,Energy Efficiency,Energy Storage,,
912),236670BG9,KY Danville Indepen...,3.07,185.00M,04/22/2025,04/01/2029,FED & ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,APPROP,Energy Efficiency,Energy Storage,,
913),613326AM9,KY Montgomery Coun...,3.9,495.00M,04/15/2025,04/01/2037,FED & ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,APPROP,Energy Efficiency,Energy Storage,,
914),613326AN7,KY Montgomery Coun...,4,530.00M,04/15/2025,04/01/2038,FED & ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,APPROP,Energy Efficiency,Energy Storage,,
915),613326AP2,KY Montgomery Coun...,4.05,565.00M,04/15/2025,04/01/2039,FED & ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,APPROP,Energy Efficiency,Energy Storage,,
916),88035RAYO,KY Tender Option Bo...,12.51MM,07/29/2025,05/15/2053,FED & ST TAX-EXEMPT,REFUNDING...,Financing...,No,-,-,-,-,-,-,WTRSWR,,,,
917),88035RAZ7,KY Tender Option Bo...,--,4.18MM,07/29/2025,05/15/2053,FED & ST TAX-EXEMPT,REFUNDING...,Financing...,No,-,-,-,-,-,-,WTRSWR,,,
918),236670BL8,KY Danville Indepen...,3.36,50.00M,04/22/2025,04/01/2033,FED & ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,APPROP,Energy Efficiency,Energy Storage,,
919),613326AR8,KY Montgomery Coun...,4.2,645.00M,04/15/2025,04/01/2041,FED & ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,APPROP,Energy Efficiency,Energy Storage,,
920),236670BH7,KY Danville Indepen...,3.15,195.00M,04/22/2025,04/01/2030,FED & ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,APPROP,Energy Efficiency,Energy Storage,,
921),236670BJ3,KY Danville Indepen...,3.2,205.00M,04/22/2025,04/01/2031,FED & ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,APPROP,Energy Efficiency,Energy Storage,,
922),236670BU8,KY Danville Indepen...,4.23,100.00M,04/22/2025,04/01/2041,FED & ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,APPROP,Energy Efficiency,Energy Storage,,
923),613326AU1,KY Montgomery Coun...,4.4,785.00M,04/15/2025,04/01/2044,FED & ST TAX-EXEMPT,NEW MONEY,Education,No,No,No,No,No,No,APPROP,Energy Efficiency,Energy Storage,,
924),575829MX1,MA Massachusetts Cl...,2.84,16.70MM,02/06/2025,02/01/2030,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,No,Yes,Yes,WTRSWR,Sustainable Water,Infrastructure,,
925),575829NH5,MA Massachusetts Cl...,3.47,6.58MM,02/06/2025,02/01/2040,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,No,Yes,Yes,WTRSWR,Sustainable Water,Infrastructure,,
926),575829NJ1,MA Massachusetts Cl...,3.58,6.84MM,02/06/2025,02/01/2041,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,No,Yes,Yes,WTRSWR,Sustainable Water,Infrastructure,,
927),575829NK8,MA Massachusetts Cl...,3.66,3.91MM,02/06/2025,02/01/2042,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,No,Yes,Yes,WTRSWR,Sustainable Water,Infrastructure,,
928),575829NT9,MA Massachusetts Cl...,2.7,9.09MM,02/06/2025,02/01/2026,FED & ST TAX-EXEMPT,REFUNDING...,Utilities,Yes,Yes,Yes,No,Yes,Yes,WTRSWR,Sustainable Water,Infrastructure,,
929),575829NU6,MA Massachusetts Cl...,2.76,9.33MM,02/06/2025,02/01/2027,FED & ST TAX-EXEMPT,REFUNDING...,Utilities,Yes,Yes,Yes,No,Yes,Yes,WTRSWR,Sustainable Water,Infrastructure,,
930),575829NV4,MA Massachusetts Cl...,2.8,9.61MM,02/06/2025,02/01/2028,FED & ST TAX-EXEMPT,REFUNDING...,Utilities,Yes,Yes,Yes,No,Yes,Yes,WTRSWR,Sustainable Water,Infrastructure,,
931),575829NXO,MA Massachusetts Cl...,2.84,10.35MM,02/06/2025,02/01/2030,FED & ST TAX-EXEMPT,REFUNDING...,Utilities,Yes,Yes,Yes,No,Yes,Yes,WTRSWR,Sustainable Water,Infrastructure,,
932),575829NY8,MA Massachusetts Cl...,2.89,10.74MM,02/06/2025,02/01/2031,FED & ST TAX-EXEMPT,REFUNDING...,Utilities,Yes,Yes,Yes,No,Yes,Yes,WTRSWR,Sustainable Water,Infrastructure,,
933),575829NZ5,MA Massachusetts Cl...,2.92,11.16MM,02/06/2025,02/01/2032,FED & ST TAX-EXEMPT,REFUNDING...,Utilities,Yes,Yes,Yes,No,Yes,Yes,WTRSWR,Sustainable Water,Infrastructure,,
934),575829PC4,MA Massachusetts Cl...,3.12,12.53MM,02/06/2025,02/01/2035,FED & ST TAX-EXEMPT,REFUNDING...,Utilities,Yes,Yes,Yes,No,Yes,Yes,WTRSWR,Sustainable Water,Infrastructure,,
935),575829NE2,MA Massachusetts Cl...,3.26,20.88MM,02/06/2025,02/01/2037,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,No,Yes,Yes,WTRSWR,Sustainable Water,Infrastructure,,
936),575829NG7,MA Massachusetts Cl...,3.39,13.36MM,02/06/2025,02/01/2039,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,No,Yes,Yes,WTRSWR,Sustainable Water,Infrastructure,,
937),575829NF9,MA Massachusetts Cl...,3.32,21.70MM,02/06/2025,02/01/2038,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,No,Yes,Yes,WTRSWR,Sustainable Water,Infrastructure,,
938),575829ND4,MA Massachusetts Cl...,3.2,20.10MM,02/06/2025,02/01/2036,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,No,Yes,Yes,WTRSWR,Sustainable Water,Infrastructure,,
939),575829PD2,MA Massachusetts Cl...,3.2,13.02MM,02/06/2025,02/01/2036,FED & ST TAX-EXEMPT,REFUNDING...,Utilities,Yes,Yes,Yes,No,Yes,Yes,WTRSWR,Sustainable Water,Infrastructure,,
940),575829NC6,MA Massachusetts Cl...,3.12,19.64MM,02/06/2025,02/01/2035,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,No,Yes,Yes,WTRSWR,Sustainable Water,Infrastructure,,
941),575829NB8,MA Massachusetts Cl...,3.06,18.93MM,02/06/2025,02/01/2034,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,No,Yes,Yes,WTRSWR,Sustainable Water,Infrastructure,,
942),575829PB6,MA Massachusetts Cl...,3.06,12.05MM,02/06/2025,02/01/2034,FED & ST TAX-EXEMPT,REFUNDING...,Utilities,Yes,Yes,Yes,No,Yes,Yes,WTRSWR,Sustainable Water,Infrastructure,,
943),575829MV5,MA Massachusetts Cl...,2.8,15.58MM,02/06/2025,02/01/2028,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,No,Yes,Yes,WTRSWR,Sustainable Water,Infrastructure,,
944),575829NAO,MA Massachusetts Cl...,3,18.25MM,02/06/2025,02/01/2033,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,No,Yes,Yes,WTRSWR,Sustainable Water,Infrastructure,,
945),575829MW3,MA Massachusetts Cl...,2.81,16.13MM,02/06/2025,02/01/2029,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,No,Yes,Yes,WTRSWR,Sustainable Water,Infrastructure,,
946),575829MU7,MA Massachusetts Cl...,2.76,15.07MM,02/06/2025,02/01/2027,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,No,Yes,Yes,WTRSWR,Sustainable Water,Infrastructure,,
947),575829MZ6,MA Massachusetts Cl...,2.92,17.61MM,02/06/2025,02/01/2032,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,No,Yes,Yes,WTRSWR,Sustainable Water,Infrastructure,,
948),575929DA0,MA Massachusetts Cl...,3,11.60MM,02/06/2025,02/01/2023,FED & ST TAX-EXEMPT,REFUNDING,Utilities,Yes,Yes,Yes,No,Yes,Yes,WTRSWR,Sustainable Water,Infrastructure,,
948,575829PA8,MA Massachusetts cl...,3,11.60MM,02/06/2025,02/01/2033,FED & ST TAX-EXEMPT,REFUNDING...,Utilities,Yes,Yes,Yes,No,Yes,Yes,WTRSWR,Sustainable water,Infrastructure,,
949,575829MTO,MA Massachusetts Cl...,2.7,14.14MM,02/06/2025,02/01/2026,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,No,Yes,Yes,WTRSWR,Sustainable Water,Infrastructure,,
950,575829MY9,MA Massachusetts Cl...,2.89,17.00MM,02/06/2025,02/01/2031,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,No,Yes,Yes,WTRSWR,Sustainable Water,Infrastructure,,
951,575829NW2,MA Massachusetts Cl...,2.81,9.97MM,02/06/2025,02/01/2029,FED & ST TAX-EXEMPT,REFUNDING...,Utilities,Yes,Yes,Yes,No,Yes,Yes,WTRSWR,Sustainable Water,Infrastructure,,
952,575829PE0,MA Massachusetts Cl...,3.26,13.55MM,02/06/2025,02/01/2037,FED & ST TAX-EXEMPT,REFUNDING...,Utilities,Yes,Yes,Yes,No,Yes,Yes,WTRSWR,Sustainable Water,Infrastructure,,
953,940158KB3,MD Washington Subur...,2.68,265.00M,02/20/2025,06/01/2025,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,Yes,Yes,Yes,WSGTD,Pollution Control,Renewa...,Greenhouse Gas Control,Bioer
954,940158KC1,MD Washington Subur...,2.58,460.00M,02/20/2025,06/01/2026,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,Yes,Yes,Yes,WSGTD,Pollution Control,Renewa...,Greenhouse Gas Control,Bioer
955,940158KE7,MD Washington Subur...,2.63,505.00M,02/20/2025,06/01/2028,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,Yes,Yes,Yes,WSGTD,Pollution Control,Renewa...,Greenhouse Gas Control,Bioer
956,940158KH0,MD Washington Subur...,2.73,585.00M,02/20/2025,06/01/2031,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,Yes,Yes,Yes,WSGTD,Pollution Control,Renewa...,Greenhouse Gas Control,Bioer
957,940158KJ6,MD Washington Subur...,2.75,615.00M,02/20/2025,06/01/2032,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,Yes,Yes,Yes,WSGTD,Pollution Control,Renewa...,Greenhouse Gas Control,Bioer
958,940158KK3,MD Washington Subur...,2.84,645.00M,02/20/2025,06/01/2033,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,Yes,Yes,Yes,WSGTD,Pollution Control,Renewa...,Greenhouse Gas Control,Bioer
959,940158KL1,MD Washington Subur...,2.9,680.00M,02/20/2025,06/01/2034,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,Yes,Yes,Yes,WSGTD,Pollution Control,Renewa...,Greenhouse Gas Control,Bioer
960,940158KM9,MD Washington Subur...,2.96,710.00M,02/20/2025,06/01/2035,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,Yes,Yes,Yes,WSGTD,Pollution Control,Renewa...,Greenhouse Gas Control,Bioer
961,940158KN7,MD Washington Subur...,3,750.00M,02/20/2025,06/01/2036,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,Yes,Yes,Yes,WSGTD,Pollution Control,Renewa...,Greenhouse Gas Control,Bioer
962,940158KP2,MD Washington Subur...,3.05,785.00M,02/20/2025,06/01/2037,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,Yes,Yes,Yes,WSGTD,Pollution Control,Renewa...,Greenhouse Gas Control,Bioer
963,940158KQ0,MD Washington Subur...,3.11,825.00M,02/20/2025,06/01/2038,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,Yes,Yes,Yes,WSGTD,Pollution Control,Renewa...,Greenhouse Gas Control,Bioer
964,940158KS6,MD Washington Subur...,3.28,910.00M,02/20/2025,06/01/2040,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,Yes,Yes,Yes,WSGTD,Pollution Control,Renewa...,Greenhouse Gas Control,Bioer
965,940158KU1,MD Washington Subur...,3.51,1.00MM,02/20/2025,06/01/2042,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,Yes,Yes,Yes,WSGTD,Pollution Control,Renewa...,Greenhouse Gas Control,Bioer
966,940158KV9,MD Washington Subur...,3.62,1.06MM,02/20/2025,06/01/2043,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,Yes,Yes,Yes,WSGTD,Pollution Control,Renewa...,Greenhouse Gas Control,Bioer
967,940158KW7,MD Washington Subur...,3.7,1.11MM,02/20/2025,06/01/2044,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,Yes,Yes,Yes,WSGTD,Pollution Control,Renewa...,Greenhouse Gas Control,Bioer
968,940158KY3,MD Washington Subur...,3.85,1.21MM,02/20/2025,06/01/2046,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,Yes,Yes,Yes,WSGTD,Pollution Control,Renewa...,Greenhouse Gas Control,Bioer
969,940158LB2,MD Washington Subur...,4.07,1.37MM,02/20/2025,06/01/2049,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,Yes,Yes,Yes,WSGTD,Pollution Control,Renewa...,Greenhouse Gas Control,Bioer
970,940158LCO,MD Washington Subur...,4.08,1.43MM,02/20/2025,06/01/2050,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,Yes,Yes,Yes,WSGTD,Pollution Control,Renewa...,Greenhouse Gas Control,Bioer
971,940158LD8,MD Washington Subur...,4.09,1.48MM,02/20/2025,06/01/2051,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,Yes,Yes,Yes,WSGTD,Pollution Control,Renewa...,Greenhouse Gas Control,Bioer
972,940158LE6,MD Washington Subur...,4.1,1.54MM,02/20/2025,06/01/2052,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,Yes,Yes,Yes,WSGTD,Pollution Control,Renewa...,Greenhouse Gas Control,Bioer
973,940158LF3,MD Washington Subur...,4.11,1.61MM,02/20/2025,06/01/2053,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,Yes,Yes,Yes,WSGTD,Pollution Control,Renewa...,Greenhouse Gas Control,Bioer
974,940158LG1,MD Washington Subur...,4.118,1.67MM,02/20/2025,06/01/2054,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,Yes,Yes,Yes,WSGTD,Pollution Control,Renewa...,Greenhouse Gas Control,Bioer
975,940158KD9,MD Washington Subur...,2.6,480.00M,02/20/2025,06/01/2027,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,Yes,Yes,Yes,WSGTD,Pollution Control,Renewa...,Greenhouse Gas Control,Bioer
976,940158KR8,MD Washington Subur...,3.18,865.00M,02/20/2025,06/01/2039,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,Yes,Yes,Yes,WSGTD,Pollution Control,Renewa...,Greenhouse Gas Control,Bioer
977,940158KZ0,MD Washington Subur...,3.89,1.26MM,02/20/2025,06/01/2047,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,Yes,Yes,Yes,WSGTD,Pollution Control,Renewa...,Greenhouse Gas Control,Bioer
978),940158LA4,MD Washington Subur...,4.06,1.32MM,02/20/2025,06/01/2048,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,Yes,Yes,Yes,WSGTD,Pollution Control,Renewa...,Greenhouse Gas Control,Bioer
979),940158KT4,MD Washington Subur...,3.39,955.00M,02/20/2025,06/01/2041,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,Yes,Yes,Yes,WSGTD,Pollution Control,Renewa...,Greenhouse Gas Control,Bioer
980),940158KF4,MD Washington Subur...,2.66,530.00M,02/20/2025,06/01/2029,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,Yes,Yes,Yes,WSGTD,Pollution Control,Renewa...,Greenhouse Gas Control,Bioer
981),940158KG2,MD Washington Subur...,2.69,560.00M,02/20/2025,06/01/2030,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,Yes,Yes,Yes,WSGTD,Pollution Control,Renewa...,Greenhouse Gas Control,Bioer
982),940158KX5,MD Washington Subur...,4,1.16MM,02/20/2025,06/01/2045,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,Yes,Yes,Yes,WSGTD,Pollution Control,Renewa...,Greenhouse Gas Control,Bioer
983),27888WAB5,ME Eco Maine,3.21,2.10MM,12/10/2025,10/15/2027,AMT/ST TAX-EXEMPT,REFUNDING...,Utilities,Yes,No,Yes,No,No,No,SOLWST,Biodiversity,Natural Reso.,Infrastructure,
984),27888WAC3,ME Eco Maine,3.26,2.21MM,12/10/2025,10/15/2028,AMT/ST TAX-EXEMPT,REFUNDING...,Utilities,No,,,,,,SOLWST,,,,
985),27888WAE9,ME Eco Maine,3.26,2.44MM,12/10/2025,10/15/2030,AMT/ST TAX-EXEMPT,REFUNDING...,Utilities,No,,,,,,SOLWST,,,,
986),27888WAH2,ME Eco Maine,3.48,1.42MM,12/10/2025,10/15/2033,AMT/ST TAX-EXEMPT,REFUNDING...,Utilities,No,,,,,,SOLWST,,,,
987),27888WAN9,ME Eco Maine,3.87,1.82MM,12/10/2025,10/15/2038,AMT/ST TAX-EXEMPT,REFUNDING...,Utilities,No,,,,,,SOLWST,,,,
988),27888WAS8,ME Eco Maine,4.26,1.98MM,12/10/2025,10/15/2042,AMT/ST TAX-EXEMPT,REFUNDING...,Utilities,No,,,,,,SOLWST,,,,
989),27888WAT6,ME Eco Maine,4.37,2.08MM,12/10/2025,10/15/2043,AMT/ST TAX-EXEMPT,REFUNDING...,Utilities,No,,,,,,SOLWST,,,,
990),27888WAU3,ME Eco Maine,4.49,2.19MM,12/10/2025,10/15/2044,AMT/ST TAX-EXEMPT,REFUNDING...,Utilities,No,,,,,,SOLWST,,,,
991),27888WAV1,ME Eco Maine,4.57,2.30MM,12/10/2025,10/15/2045,AMT/ST TAX-EXEMPT,REFUNDING...,Utilities,No,,,,,,SOLWST,,,,
992),736606HM9,ME Portland Water Di...,2.8,1.05MM,08/14/2025,11/01/2031,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,Sustainable Water,Infrastructure,,
993),736606HQO,ME Portland Water Di...,3.27,1.05MM,08/14/2025,11/01/2034,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,Sustainable Water,Infrastructure,,
994),736606HR8,ME Portland Water Di...,3.44,1.05MM,08/14/2025,11/01/2035,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,Sustainable Water,Infrastructure,,
995),736606HP2,ME Portland Water Di...,3.1,1.05MM,08/14/2025,11/01/2033,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,Sustainable Water,Infrastructure,,
996),736606HY3,ME Portland Water Di...,4.45,1.05MM,08/14/2025,11/01/2042,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,Sustainable Water,Infrastructure,,
997),736606HW7,ME Portland Water Di...,4.22,1.05MM,08/14/2025,11/01/2040,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,Sustainable Water,Infrastructure,,
998),736606HL1,ME Portland Water Di...,2.63,1.05MM,08/14/2025,11/01/2030,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,Sustainable Water,Infrastructure,,
999),736606HT4,ME Portland Water Di...,3.78,1.05MM,08/14/2025,11/01/2037,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,Sustainable Water,Infrastructure,,
1000),56042BCV7,ME Finance Authority...,--,42.00MM,06/20/2025,06/01/2035,FED AMT FOR INDIVIDU...,NEW MONEY,Utilities,No,,,,,,DEV,,,,
